genotype,background,temperature,fluctuation,day.length,vernalization,survival.bolt,bolt,days.to.bolt,days.to.flower,rosette.leaf.num,cauline.leaf.num,blade.length.mm,total.leaf.length.mm,blade.ratio
fca-6,Ler,22,Con,16,NV,Y,Y,40,45,27,8,NA,NA,NA
fca-6,Ler,22,Con,8,NV,Y,Y,105,112,75,11,NA,NA,NA
fca-6,Ler,22,Con,8,NV,Y,Y,115,122,58,8,NA,NA,NA
fca-6,Ler,22,Con,8,NV,Y,Y,130,142,NA,NA,NA,NA,NA
fca-6,Ler,22,Con,8,NV,Y,Y,130,141,NA,NA,NA,NA,NA
fca-6,Ler,22,Con,8,NV,Y,N,162,NA,NA,NA,NA,NA,NA
fca-6,Ler,22,Con,8,NV,Y,N,162,NA,NA,NA,NA,NA,NA
fca-6,Ler,22,Con,8,NV,Y,N,162,NA,NA,NA,NA,NA,NA
fca-6,Ler,22,Con,8,NV,Y,N,162,NA,NA,NA,NA,NA,NA
fca-6,Ler,22,Var,16,NV,Y,Y,28,36,14,4,14.9,22.5,0.662222222
fca-6,Ler,22,Var,16,NV,Y,Y,28,35,13,2,NA,NA,NA
fca-6,Ler,22,Var,16,NV,Y,Y,28,35,11,NA,NA,NA,NA
fca-6,Ler,22,Var,16,NV,Y,Y,29,36,13,3,14.3,27.2,0.525735294
fca-6,Ler,22,Var,16,NV,Y,Y,29,36,14,4,14.1,26.1,0.540229885
fca-6,Ler,22,Var,16,NV,Y,Y,29,36,11,2,NA,NA,NA
fca-6,Ler,22,Var,16,NV,Y,Y,30,37,13,3,15.4,27.9,0.551971326
fca-6,Ler,22,Var,16,NV,Y,Y,32,36,12,3,NA,NA,NA
fca-6,Ler,22,Var,8,NV,Y,Y,68,75,38,6,35,57.9,0.604490501
fca-6,Ler,22,Var,8,NV,Y,Y,71,79,35,7,NA,NA,NA
fca-6,Ler,22,Var,8,NV,Y,Y,72,80,46,7,30.8,55.4,0.555956679
fca-6,Ler,22,Var,8,NV,Y,Y,72,80,42,9,NA,NA,NA
fca-6,Ler,22,Var,8,NV,Y,Y,76,83,43,8,NA,NA,NA
fca-6,Ler,22,Var,8,NV,Y,Y,77,84,49,8,23.3,49.3,0.472616633
fca-6,Ler,22,Var,8,NV,Y,Y,82,90,56,8,29.1,54,0.538888889
fca-6,Ler,22,Var,8,NV,Y,Y,88,97,52,6,NA,NA,NA
flc-3 FRI,Col FRI,12,Con,16,NV,Y,Y,26,39,10,1,8.2,13.1,0.625954198
flc-3 FRI,Col FRI,12,Con,16,NV,Y,Y,27,39,13,4,12.8,20.7,0.618357488
flc-3 FRI,Col FRI,12,Con,16,NV,Y,Y,28,43,12,4,9,15.5,0.580645161
flc-3 FRI,Col FRI,12,Con,16,NV,Y,Y,30,43,15,5,12.6,17.9,0.703910615
flc-3 FRI,Col FRI,12,Con,16,NV,Y,Y,31,43,13,4,12.8,22.2,0.576576577
flc-3 FRI,Col FRI,12,Con,16,NV,Y,Y,31,44,12,4,12,21.7,0.552995392
flc-3 FRI,Col FRI,12,Con,16,NV,Y,Y,31,43,12,3,13.4,23.3,0.575107296
flc-3 FRI,Col FRI,12,Con,16,NV,Y,Y,32,44,18,6,13.6,21.8,0.623853211
flc-3 FRI,Col FRI,12,Con,8,NV,Y,Y,66,85,52,9,19.6,35.2,0.556818182
flc-3 FRI,Col FRI,12,Con,8,NV,Y,Y,70,88,49,6,18,30.8,0.584415584
flc-3 FRI,Col FRI,12,Con,8,NV,Y,Y,70,90,50,7,19.4,33.1,0.586102719
flc-3 FRI,Col FRI,12,Con,8,NV,Y,Y,73,90,46,6,19.7,32.8,0.600609756
flc-3 FRI,Col FRI,12,Con,8,NV,Y,Y,82,105,55,7,20.1,30.6,0.656862745
flc-3 FRI,Col FRI,12,Con,8,NV,Y,Y,89,109,59,10,23.8,37.8,0.62962963
flc-3 FRI,Col FRI,12,Con,8,NV,Y,Y,90,111,59,12,31.4,49.7,0.631790744
flc-3 FRI,Col FRI,12,Con,8,NV,Y,Y,92,112,53,10,20.4,35.3,0.577903683
flc-3 FRI,Col FRI,12,Var,16,NV,Y,Y,29,42,13,3,11.7,17.2,0.680232558
flc-3 FRI,Col FRI,12,Var,16,NV,Y,Y,30,42,15,5,14.3,23.8,0.600840336
flc-3 FRI,Col FRI,12,Var,16,NV,Y,Y,31,43,17,5,14.7,25.4,0.578740157
flc-3 FRI,Col FRI,12,Var,16,NV,Y,Y,32,44,15,4,15.2,27.3,0.556776557
flc-3 FRI,Col FRI,12,Var,16,NV,Y,Y,32,46,16,4,19.2,20.5,0.936585366
flc-3 FRI,Col FRI,12,Var,16,NV,Y,Y,32,45,15,5,15.7,25.7,0.610894942
flc-3 FRI,Col FRI,12,Var,16,NV,Y,Y,33,44,18,5,15.4,25.3,0.608695652
flc-3 FRI,Col FRI,12,Var,16,NV,Y,Y,34,46,16,5,15.8,29.5,0.53559322
flc-3 FRI,Col FRI,12,Var,8,NV,Y,Y,68,87,47,9,22.8,37.8,0.603174603
flc-3 FRI,Col FRI,12,Var,8,NV,Y,Y,69,89,44,8,19.8,33.9,0.584070796
flc-3 FRI,Col FRI,12,Var,8,NV,Y,Y,69,89,47,8,21.1,35.3,0.597733711
flc-3 FRI,Col FRI,12,Var,8,NV,Y,Y,73,92,56,9,28,49.3,0.567951318
flc-3 FRI,Col FRI,12,Var,8,NV,Y,Y,76,93,46,8,23,40.3,0.570719603
flc-3 FRI,Col FRI,12,Var,8,NV,Y,Y,77,97,49,8,22.1,32.5,0.68
flc-3 FRI,Col FRI,12,Var,8,NV,Y,Y,78,102,54,5,21.1,36.4,0.57967033
flc-3 FRI,Col FRI,12,Var,8,NV,Y,Y,79,99,50,7,25.1,41.6,0.603365385
flc-3 FRI,Col FRI,22,Con,16,NV,Y,Y,17,23,9,2,NA,15.2,0
flc-3 FRI,Col FRI,22,Con,16,NV,Y,Y,18,24,9,3,NA,16.8,0
flc-3 FRI,Col FRI,22,Con,16,NV,Y,Y,18,24,8,3,NA,19.1,0
flc-3 FRI,Col FRI,22,Con,16,NV,Y,Y,18,23,7,2,NA,15.8,0
flc-3 FRI,Col FRI,22,Con,16,NV,Y,Y,18,26,11,3,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,16,NV,Y,Y,18,26,11,3,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,16,NV,Y,Y,19,25,11,3,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,16,NV,Y,Y,20,27,11,3,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,54,61,37,9,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,55,63,38,8,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,55,63,42,9,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,55,61,40,7,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,57,65,41,7,31.7,47.4,0.668776371
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,58,65,40,9,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,58,64,41,11,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,59,66,42,7,23.3,40.4,0.576732673
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,59,65,39,10,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,59,66,39,11,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,62,68,42,9,24.8,33.9,0.731563422
flc-3 FRI,Col FRI,22,Con,8,NV,Y,Y,65,72,49,8,27.7,43.6,0.635321101
flc-3 FRI,Col FRI,22,Var,16,NV,Y,Y,17,25,7,2,NA,17.97,0
flc-3 FRI,Col FRI,22,Var,16,NV,Y,Y,17,25,8,1,NA,17,0
flc-3 FRI,Col FRI,22,Var,16,NV,Y,Y,18,26,8,1,11.2,19.2,0.583333333
flc-3 FRI,Col FRI,22,Var,16,NV,Y,Y,18,26,8,2,11.1,19.5,0.569230769
flc-3 FRI,Col FRI,22,Var,16,NV,Y,Y,18,27,9,2,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,16,NV,Y,Y,18,25,5,2,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,16,NV,Y,Y,18,25,7,2,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,16,NV,Y,Y,19,27,7,2,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,8,NV,Y,Y,46,53,26,5,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,8,NV,Y,Y,47,56,22,4,26.3,49.7,0.52917505
flc-3 FRI,Col FRI,22,Var,8,NV,Y,Y,48,56,28,7,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,8,NV,Y,Y,50,57,24,5,25.5,39.4,0.647208122
flc-3 FRI,Col FRI,22,Var,8,NV,Y,Y,50,60,21,3,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,8,NV,Y,Y,52,59,20,5,24.6,50.5,0.487128713
flc-3 FRI,Col FRI,22,Var,8,NV,Y,Y,54,62,24,6,22.8,51.9,0.439306358
flc-3 FRI,Col FRI,22,Var,8,NV,Y,Y,54,62,32,7,NA,NA,NA
flc-3 FRI,Col FRI,12,Con,16,V,Y,Y,25,38,19,6,13.3,23.9,0.556485356
flc-3 FRI,Col FRI,12,Con,16,V,Y,Y,25,37,13,5,12.6,20.1,0.626865672
flc-3 FRI,Col FRI,12,Con,16,V,Y,Y,25,38,17,6,13.6,20.9,0.650717703
flc-3 FRI,Col FRI,12,Con,16,V,Y,Y,26,40,14,4,13,21,0.619047619
flc-3 FRI,Col FRI,12,Con,16,V,Y,Y,26,39,14,4,11.7,20.5,0.570731707
flc-3 FRI,Col FRI,12,Con,16,V,Y,Y,26,39,18,5,15.8,26.4,0.598484848
flc-3 FRI,Col FRI,12,Con,16,V,Y,Y,27,39,12,5,16.3,28.4,0.573943662
flc-3 FRI,Col FRI,12,Con,16,V,Y,Y,29,42,16,4,12.8,19.8,0.646464646
flc-3 FRI,Col FRI,12,Con,8,V,Y,Y,59,78,41,11,13,31.6,0.411392405
flc-3 FRI,Col FRI,12,Con,8,V,Y,Y,59,76,46,10,19.7,33.1,0.595166163
flc-3 FRI,Col FRI,12,Con,8,V,Y,Y,60,78,43,11,19.7,33.6,0.586309524
flc-3 FRI,Col FRI,12,Con,8,V,Y,Y,62,81,43,12,19.1,32.1,0.595015576
flc-3 FRI,Col FRI,12,Con,8,V,Y,Y,64,86,42,11,23.9,38.3,0.624020888
flc-3 FRI,Col FRI,12,Con,8,V,Y,Y,64,87,42,11,21.4,35.4,0.604519774
flc-3 FRI,Col FRI,12,Con,8,V,Y,Y,65,88,43,10,19.6,32,0.6125
flc-3 FRI,Col FRI,12,Con,8,V,Y,Y,68,92,49,9,32.4,48.7,0.665297741
flc-3 FRI,Col FRI,12,Var,16,V,Y,Y,26,38,15,4,14.5,25.1,0.577689243
flc-3 FRI,Col FRI,12,Var,16,V,Y,Y,26,38,16,5,13.1,24.6,0.532520325
flc-3 FRI,Col FRI,12,Var,16,V,Y,Y,27,40,17,5,17.3,26.3,0.657794677
flc-3 FRI,Col FRI,12,Var,16,V,Y,Y,27,38,15,5,13,22.6,0.575221239
flc-3 FRI,Col FRI,12,Var,16,V,Y,Y,28,41,17,6,15.8,23.4,0.675213675
flc-3 FRI,Col FRI,12,Var,16,V,Y,Y,28,42,18,6,16.4,27.2,0.602941176
flc-3 FRI,Col FRI,12,Var,16,V,Y,Y,31,43,22,7,25.8,43.1,0.598607889
flc-3 FRI,Col FRI,12,Var,16,V,Y,Y,37,40,17,5,14.4,23.9,0.60251046
flc-3 FRI,Col FRI,12,Var,8,V,Y,Y,54,70,39,11,19,32.4,0.586419753
flc-3 FRI,Col FRI,12,Var,8,V,Y,Y,55,74,42,12,20.6,34.2,0.602339181
flc-3 FRI,Col FRI,12,Var,8,V,Y,Y,56,72,42,12,23.4,36.4,0.642857143
flc-3 FRI,Col FRI,12,Var,8,V,Y,Y,56,76,46,11,30.9,49.4,0.625506073
flc-3 FRI,Col FRI,12,Var,8,V,Y,Y,63,NA,NA,NA,20.8,40.2,0.517412935
flc-3 FRI,Col FRI,12,Var,8,V,Y,Y,63,83,46,12,26,44.3,0.586907449
flc-3 FRI,Col FRI,12,Var,8,V,Y,Y,65,88,42,10,24.6,40.2,0.611940299
flc-3 FRI,Col FRI,12,Var,8,V,Y,Y,69,88,46,11,23.9,42.3,0.56501182
flc-3 FRI,Col FRI,22,Con,16,V,Y,Y,15,21,13,2,NA,18.7,0
flc-3 FRI,Col FRI,22,Con,16,V,Y,Y,16,22,10,2,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,16,V,Y,Y,16,22,10,2,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,16,V,Y,Y,17,23,12,3,NA,16.7,0
flc-3 FRI,Col FRI,22,Con,16,V,Y,Y,17,25,10,3,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,16,V,Y,Y,17,23,11,2,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,16,V,Y,Y,18,22,12,3,NA,20.72,0
flc-3 FRI,Col FRI,22,Con,16,V,Y,Y,18,23,10,3,NA,21.3,0
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,44,51,35,8,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,46,53,37,8,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,46,54,42,7,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,47,54,41,8,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,48,54,41,8,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,48,54,39,8,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,49,55,39,8,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,50,56,39,9,25,45.4,0.550660793
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,52,58,37,9,23.7,44,0.538636364
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,54,61,39,11,24,44.6,0.538116592
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,55,61,41,11,NA,NA,NA
flc-3 FRI,Col FRI,22,Con,8,V,Y,Y,56,63,47,11,23.9,46.5,0.513978495
flc-3 FRI,Col FRI,22,Var,16,V,Y,Y,16,23,10,2,NA,23.4,0
flc-3 FRI,Col FRI,22,Var,16,V,Y,Y,16,25,8,2,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,16,V,Y,Y,17,22,9,2,NA,18.7,0
flc-3 FRI,Col FRI,22,Var,16,V,Y,Y,17,25,10,2,NA,21.7,0
flc-3 FRI,Col FRI,22,Var,16,V,Y,Y,17,22,10,1,NA,23.2,0
flc-3 FRI,Col FRI,22,Var,16,V,Y,Y,17,25,9,3,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,16,V,Y,Y,17,25,8,2,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,16,V,Y,Y,19,26,10,4,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,8,V,Y,Y,40,47,23,4,27.4,55.5,0.493693694
flc-3 FRI,Col FRI,22,Var,8,V,Y,Y,42,50,23,5,28.7,55.4,0.518050542
flc-3 FRI,Col FRI,22,Var,8,V,Y,Y,42,49,26,5,29.6,60.3,0.490878939
flc-3 FRI,Col FRI,22,Var,8,V,Y,Y,42,50,24,5,24.3,55.7,0.436265709
flc-3 FRI,Col FRI,22,Var,8,V,Y,Y,42,49,24,6,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,8,V,Y,Y,44,51,29,5,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,8,V,Y,Y,44,51,27,6,NA,NA,NA
flc-3 FRI,Col FRI,22,Var,8,V,Y,Y,45,53,31,5,NA,NA,NA
flk-1,Col,12,Con,16,NV,Y,Y,45,60,30,10,17.7,29.9,0.591973244
flk-1,Col,12,Con,16,NV,Y,Y,45,58,36,11,18.2,31.7,0.574132492
flk-1,Col,12,Con,16,NV,Y,Y,45,58,32,11,17.4,28.4,0.612676056
flk-1,Col,12,Con,16,NV,Y,Y,46,59,41,11,18.9,28.4,0.665492958
flk-1,Col,12,Con,16,NV,Y,Y,48,63,32,11,21.2,30.9,0.686084142
flk-1,Col,12,Con,16,NV,Y,Y,48,62,47,10,28.2,47,0.6
flk-1,Col,12,Con,16,NV,Y,Y,50,64,33,10,20,35.4,0.564971751
flk-1,Col,12,Con,16,NV,Y,Y,51,66,39,12,21.6,38.1,0.566929134
flk-1,Col,12,Con,8,NV,Y,Y,86,109,61,8,19.5,34.5,0.565217391
flk-1,Col,12,Con,8,NV,Y,Y,88,109,65,8,22.6,38.2,0.591623037
flk-1,Col,12,Con,8,NV,Y,Y,88,111,62,8,15.3,33.2,0.460843373
flk-1,Col,12,Con,8,NV,Y,Y,90,112,60,8,19.1,31.2,0.612179487
flk-1,Col,12,Con,8,NV,Y,Y,94,118,58,10,24.1,39.1,0.616368286
flk-1,Col,12,Con,8,NV,Y,Y,95,120,64,8,22.9,41.5,0.551807229
flk-1,Col,12,Con,8,NV,Y,Y,98,122,65,10,31.6,50.7,0.623274162
flk-1,Col,12,Con,8,NV,Y,Y,99,124,59,7,21,37.5,0.56
flk-1,Col,12,Var,16,NV,Y,Y,43,61,33,10,17.9,32.9,0.544072948
flk-1,Col,12,Var,16,NV,Y,Y,45,59,35,10,20.6,34.7,0.593659942
flk-1,Col,12,Var,16,NV,Y,Y,45,59,29,11,19.7,34.3,0.574344023
flk-1,Col,12,Var,16,NV,Y,Y,47,58,39,10,20.8,36.3,0.573002755
flk-1,Col,12,Var,16,NV,Y,Y,48,59,39,11,20.7,31.3,0.661341853
flk-1,Col,12,Var,16,NV,Y,Y,49,62,39,9,21.9,38.1,0.57480315
flk-1,Col,12,Var,16,NV,Y,Y,49,61,36,12,33.4,66.3,0.503770739
flk-1,Col,12,Var,16,NV,Y,Y,50,62,43,10,17.3,33.6,0.514880952
flk-1,Col,12,Var,8,NV,Y,Y,87,108,59,9,59,9,6.555555556
flk-1,Col,12,Var,8,NV,Y,Y,87,109,53,8,20.4,39.1,0.52173913
flk-1,Col,12,Var,8,NV,Y,Y,89,108,62,9,27,48,0.5625
flk-1,Col,12,Var,8,NV,Y,Y,89,112,58,7,21.9,38,0.576315789
flk-1,Col,12,Var,8,NV,Y,Y,93,120,58,8,23.5,40.2,0.584577114
flk-1,Col,12,Var,8,NV,Y,Y,95,116,64,8,24.7,42.6,0.579812207
flk-1,Col,12,Var,8,NV,Y,Y,95,118,61,8,24.8,42.1,0.589073634
flk-1,Col,12,Var,8,NV,Y,Y,98,123,72,8,27.4,45,0.608888889
flk-1,Col,22,Con,16,NV,Y,Y,36,41,27,9,21.4,34.9,0.613180516
flk-1,Col,22,Con,16,NV,Y,Y,36,40,30,6,NA,NA,NA
flk-1,Col,22,Con,16,NV,Y,Y,36,43,32,12,NA,NA,NA
flk-1,Col,22,Con,16,NV,Y,Y,39,NA,32,9,22.4,36.6,0.612021858
flk-1,Col,22,Con,16,NV,Y,Y,40,45,34,7,22.1,35.3,0.626062323
flk-1,Col,22,Con,16,NV,Y,Y,40,46,34,9,21.1,36,0.586111111
flk-1,Col,22,Con,16,NV,Y,Y,44,48,38,8,NA,NA,NA
flk-1,Col,22,Con,16,NV,Y,Y,46,54,43,8,NA,NA,NA
flk-1,Col,22,Con,8,NV,Y,Y,93,104,57,10,NA,NA,NA
flk-1,Col,22,Con,8,NV,Y,Y,122,132,55,13,NA,NA,NA
flk-1,Col,22,Con,8,NV,Y,Y,122,NA,NA,NA,NA,NA,NA
flk-1,Col,22,Con,8,NV,Y,Y,160,NA,NA,NA,NA,NA,NA
flk-1,Col,22,Con,8,NV,Y,N,162,NA,NA,NA,NA,NA,NA
flk-1,Col,22,Con,8,NV,Y,N,162,NA,NA,NA,NA,NA,NA
flk-1,Col,22,Con,8,NV,Y,N,162,NA,NA,NA,NA,NA,NA
flk-1,Col,22,Con,8,NV,Y,N,162,NA,NA,NA,NA,NA,NA
flk-1,Col,22,Var,16,NV,Y,Y,33,41,23,5,20.2,43.4,0.465437788
flk-1,Col,22,Var,16,NV,Y,Y,35,42,24,6,20.8,43.6,0.47706422
flk-1,Col,22,Var,16,NV,Y,Y,35,42,25,7,25,47.7,0.524109015
flk-1,Col,22,Var,16,NV,Y,Y,36,44,25,5,NA,NA,NA
